12.000000,36.000000,0.000000,5.000000,1.000000
4.000000,10.000000,0.000000,4.000000,1.000000
8.000000,34.000000,0.000000,3.428600,0.000000
14.000000,47.000000,1.000000,4.750000,1.000000
4.000000,9.000000,0.000000,3.000000,1.000000
157.000000,861.000000,6.000000,8.627900,1.000000
2.000000,7.000000,0.000000,3.000000,0.000000
27.000000,115.000000,2.000000,10.000000,1.000000
8.000000,22.000000,0.000000,4.500000,1.000000
14.000000,39.000000,0.000000,4.571400,0.000000
20.000000,75.000000,1.000000,9.571400,1.000000
8.000000,22.000000,0.000000,4.500000,0.000000
12.000000,35.000000,0.000000,4.833300,1.000000
42.000000,170.000000,0.000000,11.143000,0.000000
12.000000,34.000000,0.000000,4.666700,0.000000
8.000000,34.000000,0.000000,3.428600,0.000000
12.000000,121.000000,0.000000,21.400000,1.000000
42.000000,182.000000,3.000000,11.786000,0.000000
8.000000,22.000000,0.000000,4.500000,0.000000
10.000000,27.000000,0.000000,4.400000,0.000000
67.000000,274.000000,4.000000,10.250000,1.000000
35.000000,155.000000,3.000000,5.952400,1.000000
8.000000,34.000000,2.000000,3.428600,0.000000
14.000000,64.000000,1.000000,3.461500,0.000000
10.000000,42.000000,0.000000,4.714300,0.000000
90.000000,468.000000,4.000000,7.764700,1.000000
67.000000,293.000000,5.000000,12.714000,1.000000
17.000000,78.000000,2.000000,3.733300,1.000000
14.000000,40.000000,0.000000,4.714300,1.000000
3.000000,7.000000,0.000000,2.500000,0.000000
24.000000,112.000000,1.000000,6.066700,0.000000
11.000000,48.000000,2.000000,3.888900,0.000000
11.000000,57.000000,0.000000,4.300000,0.000000
18.000000,84.000000,1.000000,3.470600,0.000000
16.000000,49.000000,1.000000,4.333300,1.000000
22.000000,122.000000,2.000000,5.764700,1.000000
17.000000,82.000000,3.000000,4.000000,1.000000
24.000000,115.000000,1.000000,5.352900,1.000000
17.000000,99.000000,0.000000,4.750000,0.000000
