6.000000,1.000000,2.000000,2.000000,6.000000,0.000000,0.000000,0.000000
9.000000,1.000000,5.000000,0.000000,9.000000,0.000000,3.444400,0.000000
9.000000,1.000000,7.000000,0.000000,9.000000,0.000000,3.444400,0.000000
3.000000,1.000000,0.000000,7.000000,3.000000,0.000000,10.000000,1.000000
6.000000,8.000000,0.000000,11.000000,5.000000,0.955360,23.167000,1.000000
9.000000,1.000000,0.000000,5.000000,9.000000,0.000000,7.888900,0.000000
6.000000,8.000000,0.000000,8.000000,6.000000,0.955360,10.000000,1.000000
5.000000,8.000000,0.000000,10.000000,4.000000,0.963960,13.000000,1.000000
7.000000,1.000000,7.000000,3.000000,7.000000,0.000000,0.000000,0.000000
24.000000,1.000000,8.000000,3.000000,24.000000,0.000000,3.916700,0.000000
7.000000,4.000000,0.000000,12.000000,7.000000,0.714290,41.857000,1.000000
17.000000,1.000000,7.000000,0.000000,17.000000,0.000000,3.470600,0.000000
3.000000,1.000000,0.000000,3.000000,3.000000,0.000000,42.333000,0.000000
5.000000,1.000000,5.000000,0.000000,5.000000,0.000000,3.400000,1.000000
7.000000,8.000000,0.000000,11.000000,7.000000,0.946900,11.571000,1.000000
13.000000,1.000000,6.000000,0.000000,13.000000,0.000000,3.769200,0.000000
4.000000,1.000000,0.000000,7.000000,4.000000,0.000000,6.000000,0.000000
2.000000,1.000000,0.000000,4.000000,2.000000,0.000000,6.500000,0.000000
4.000000,8.000000,0.000000,13.000000,4.000000,0.972730,18.000000,1.000000
4.000000,4.000000,0.000000,11.000000,4.000000,0.833330,49.750000,1.000000
3.000000,1.000000,2.000000,3.000000,3.000000,0.000000,0.000000,1.000000
4.000000,8.000000,0.000000,7.000000,4.000000,0.972730,11.500000,1.000000
6.000000,1.000000,0.000000,5.000000,6.000000,0.000000,4.333300,1.000000
3.000000,1.000000,5.000000,3.000000,3.000000,0.000000,0.000000,1.000000
3.000000,1.000000,0.000000,3.000000,3.000000,0.000000,51.667000,1.000000
