0.744000,0.768000
0.720000,0.736000
0.832000,0.832000
0.776000,0.800000
0.856000,0.808000
0.848000,0.800000
0.784000,0.808000
0.816000,0.816000
0.832000,0.840000
0.679775,0.724719
0.662921,0.724719
0.713483,0.775281
0.455056,0.707865
0.685393,0.730337
0.691011,0.747191
0.747191,0.730337
0.719101,0.758427
0.775281,0.775281
0.843003,0.836177
0.873720,0.853242
0.819113,0.887372
0.750853,0.839590
0.863481,0.877133
0.870307,0.887372
0.894198,0.907850
0.883959,0.883959
0.887372,0.890785
0.732194,0.757835
0.772080,0.726496
0.726496,0.732194
0.783476,0.789174
0.777778,0.792023
0.766382,0.786325
0.800570,0.800570
0.792023,0.797721
0.760684,0.760684
0.767785,0.748993
0.763758,0.765101
0.766443,0.750336
0.808054,0.809396
0.802685,0.816107
0.808054,0.805369
0.801342,0.817450
0.834899,0.830872
0.808054,0.804027
0.773504,0.794872
0.794872,0.777778
0.824786,0.884615
0.427350,0.854701
0.833333,0.854701
0.863248,0.846154
0.854701,0.846154
0.863248,0.871795
0.867521,0.880342
0.883721,0.837209
0.813953,0.837209
0.651163,0.813953
0.837209,0.883721
0.883721,0.883721
0.860465,0.883721
0.930233,0.837209
0.883721,0.860465
0.790698,0.790698
0.914454,0.914454
0.911504,0.929204
0.946903,0.946903
0.917404,0.935103
0.955752,0.958702
0.958702,0.961652
0.946903,0.952802
0.952802,0.943953
0.955752,0.961652
0.629934,0.592105
0.628289,0.626645
0.572368,0.644737
0.651316,0.659539
0.629934,0.639803
0.651316,0.634868
0.669408,0.641447
0.631579,0.626645
0.654605,0.644737
0.762615,0.761468
0.787844,0.745413
0.777523,0.784404
0.791284,0.787844
0.826835,0.823394
0.825688,0.827982
0.837156,0.832569
0.821101,0.823394
0.834862,0.833716
0.733679,0.730570
0.743005,0.738860
0.784456,0.784456
0.790674,0.790674
0.781347,0.781347
0.784456,0.787565
0.800000,0.795855
0.802073,0.803109
0.809326,0.808290
0.921875,0.921875
0.843750,0.921875
0.890625,0.921875
0.734375,0.921875
0.921875,0.906250
0.921875,0.906250
0.906250,0.875000
0.859375,0.921875
0.921875,0.921875
0.888889,0.814815
0.888889,0.888889
0.777778,0.851852
0.481481,0.888889
0.851852,0.851852
0.851852,0.851852
0.851852,0.925926
0.851852,0.777778
0.851852,0.851852
0.648649,0.648649
0.630631,0.657658
0.630631,0.576577
0.612613,0.585586
0.594595,0.702703
0.594595,0.693694
0.657658,0.675676
0.630631,0.684685
0.621622,0.630631
0.850622,0.863071
0.883817,0.887967
0.912863,0.933610
0.858921,0.875519
0.933610,0.929461
0.933610,0.933610
0.925311,0.917012
0.892116,0.917012
0.933610,0.937759
0.829545,0.838068
0.849432,0.857955
0.880682,0.880682
0.832386,0.860795
0.889205,0.903409
0.889205,0.903409
0.883523,0.877841
0.835227,0.869318
0.894886,0.892045
0.713235,0.705882
0.742647,0.731618
0.746324,0.750000
