0.775735,0.775735
0.753676,0.764706
0.768382,0.768382
0.753676,0.750000
0.768382,0.753676
0.731618,0.698529
0.751634,0.745098
0.761438,0.699346
0.738562,0.725490
0.771242,0.771242
0.813725,0.803922
0.810458,0.816993
0.794118,0.784314
0.781046,0.794118
0.767974,0.758170
0.740385,0.711538
0.737179,0.698718
0.669872,0.727564
0.785256,0.782051
0.801282,0.814103
0.801282,0.807692
0.810897,0.791667
0.769231,0.772436
0.772436,0.769231
0.811989,0.839237
0.822888,0.831063
0.847411,0.869210
0.852861,0.863760
0.874659,0.869210
0.888283,0.866485
0.866485,0.869210
0.863760,0.863760
0.877384,0.877384
0.961382,0.971545
0.959350,0.971545
0.973577,0.977642
0.863821,0.969512
0.971545,0.977642
0.971545,0.975610
0.969512,0.969512
0.969512,0.973577
0.971545,0.977642
0.851852,0.814815
0.777778,0.777778
0.666667,0.777778
0.592593,0.814815
0.777778,0.925926
0.703704,0.851852
0.777778,0.740741
0.740741,0.814815
0.814815,0.777778
0.681481,0.703704
0.725926,0.674074
0.711111,0.777778
0.851852,0.859259
0.748148,0.807407
0.785185,0.807407
0.740741,0.792593
0.740741,0.718519
0.762963,0.748148
0.733945,0.733945
0.697248,0.688073
0.678899,0.770642
0.825688,0.834862
0.807339,0.825688
0.816514,0.816514
0.752294,0.770642
0.788991,0.779817
0.743119,0.733945
0.878049,0.873171
0.892683,0.887805
0.897561,0.912195
0.463415,0.619512
0.917073,0.931707
0.912195,0.931707
0.931707,0.892683
0.902439,0.921951
0.921951,0.921951
0.605128,0.615385
0.635897,0.635897
0.625641,0.651282
0.656410,0.692308
0.651282,0.671795
0.671795,0.702564
0.676923,0.651282
0.666667,0.682051
0.682051,0.646154
0.574899,0.591093
0.546559,0.582996
0.611336,0.599190
0.570850,0.562753
0.595142,0.607287
0.582996,0.578947
0.603239,0.623482
0.603239,0.582996
0.619433,0.647773
0.635294,0.667647
0.652941,0.655882
0.605882,0.623529
0.600000,0.576471
0.667647,0.655882
0.702941,0.664706
0.697059,0.682353
0.694118,0.694118
0.632353,0.644118
0.703704,0.703704
0.777778,0.703704
0.555556,0.666667
0.518519,0.851852
0.703704,0.666667
0.703704,0.777778
0.703704,0.703704
0.740741,0.740741
0.777778,0.777778
0.848485,0.909091
0.878788,0.909091
0.666667,0.727273
0.696970,0.727273
0.787879,0.787879
0.757576,0.757576
0.878788,0.848485
0.939394,0.969697
0.757576,0.727273
0.818418,0.818418
0.819068,0.818364
0.809756,0.811001
0.818039,0.821017
0.838449,0.835743
0.833956,0.833956
0.826972,0.820963
0.853067,0.854150
0.852796,0.852580
0.869253,0.872686
0.870601,0.870296
0.867559,0.869210
0.847701,0.846963
0.874598,0.871600
0.873295,0.872382
0.878726,0.879508
0.893065,0.893065
0.894369,0.894369
0.844851,0.845046
0.845922,0.846214
0.884952,0.884855
0.847576,0.838914
0.870450,0.874635
0.872007,0.872494
0.840082,0.845338
0.885536,0.885050
0.884855,0.884855
0.877151,0.877495
0.877380,0.875430
0.842166,0.869007
0.878527,0.883918
0.892292,0.888851
0.894815,0.895618
0.878068,0.876462
0.900551,0.902042
0.904221,0.903877
0.778300,0.778417
0.777830,0.778182
0.847464,0.847464
0.827149,0.822687
0.810357,0.807069
0.810827,0.808948
0.767379,0.773485
0.842414,0.842179
0.847816,0.847816
0.887879,0.878788
0.886364,0.890909
0.866667,0.865152
0.345455,0.804545
0.874242,0.878788
0.874242,0.890909
0.868182,0.869697
0.893939,0.881818
0.898485,0.900000
0.846591,0.852273
0.818182,0.852273
0.715909,0.715909
0.295455,0.772727
0.880682,0.886364
0.897727,0.897727
0.886364,0.880682
0.869318,0.897727
0.875000,0.846591
0.844444,0.822222
0.822222,0.822222
0.711111,0.755556
0.755556,0.844444
0.822222,0.844444
0.800000,0.844444
0.888889,0.822222
0.822222,0.777778
0.822222,0.800000
0.711111,0.688889
0.622222,0.755556
0.666667,0.755556
0.577778,0.600000
0.755556,0.644444
0.733333,0.577778
0.711111,0.711111
0.688889,0.711111
0.777778,0.777778
0.650000,0.700000
0.750000,0.750000
0.600000,0.650000
0.600000,0.800000
0.700000,0.750000
0.650000,0.850000
0.750000,0.750000
0.600000,0.550000
0.700000,0.600000
0.815287,0.834395
0.847134,0.821656
0.891720,0.878981
0.528662,0.847134
0.891720,0.898089
0.898089,0.917197
0.891720,0.885350
0.866242,0.872611
0.891720,0.898089
0.711712,0.729730
0.689189,0.684685
0.693694,0.689189
0.711712,0.747748
0.711712,0.738739
0.720721,0.738739
0.783784,0.752252
0.756757,0.756757
0.752252,0.752252
0.703125,0.675781
0.738281,0.679688
0.699219,0.667969
0.738281,0.726562
0.750000,0.714844
0.761719,0.730469
0.726562,0.750000
0.742188,0.753906
0.687500,0.699219
0.830769,0.769231
0.846154,0.800000
0.861538,0.861538
0.738462,0.846154
0.861538,0.846154
0.876923,0.846154
0.830769,0.830769
0.830769,0.784615
0.876923,0.861538
0.600000,0.640000
0.640000,0.640000
0.640000,0.680000
0.720000,0.720000
0.640000,0.600000
0.600000,0.600000
0.640000,0.640000
0.640000,0.600000
0.680000,0.720000
0.738095,0.738095
0.738095,0.738095
0.619048,0.690476
0.690476,0.809524
0.809524,0.738095
0.809524,0.714286
0.761905,0.738095
0.690476,0.809524
0.809524,0.714286
0.865967,0.869464
0.869464,0.878788
0.893939,0.910256
0.855478,0.867133
0.906760,0.904429
0.899767,0.900932
0.902098,0.904429
0.909091,0.910256
0.911422,0.912587
0.719626,0.686916
0.724299,0.738318
0.677570,0.635514
0.490654,0.514019
0.724299,0.742991
0.761682,0.733645
0.785047,0.747664
0.780374,0.775701
0.705607,0.724299
0.742358,0.655022
0.685590,0.689956
0.641921,0.659389
0.694323,0.685590
0.724891,0.689956
0.742358,0.672489
0.694323,0.720524
0.703057,0.729258
0.711790,0.694323
0.641026,0.589744
0.666667,0.512821
0.538462,0.666667
0.589744,0.615385
0.538462,0.487179
0.487179,0.538462
0.641026,0.615385
0.743590,0.435897
0.641026,0.358974
0.722222,0.611111
0.666667,0.555556
0.777778,0.722222
0.666667,0.888889
0.888889,0.777778
0.777778,0.777778
0.888889,0.777778
0.833333,0.833333
0.777778,0.722222
0.802273,0.859091
0.781818,0.859091
0.825000,0.845455
0.781818,0.815909
0.827273,0.802273
0.818182,0.840909
0.850000,0.859091
0.825000,0.859091
0.834091,0.838636
0.803532,0.827815
0.823400,0.801325
0.770419,0.779249
0.836645,0.845475
0.871965,0.869757
0.860927,0.871965
0.858720,0.852097
0.871965,0.871965
0.845475,0.852097
0.909864,0.908163
0.908163,0.909864
0.909864,0.908163
0.653061,0.666667
0.874150,0.875850
0.875850,0.884354
0.925170,0.918367
0.926871,0.928571
0.812925,0.789116
0.672840,0.685185
0.654321,0.660494
0.672840,0.691358
0.580247,0.654321
0.697531,0.765432
0.734568,0.765432
0.722222,0.728395
0.759259,0.765432
0.604938,0.611111
0.724138,0.827586
0.758621,0.827586
0.793103,0.793103
0.793103,0.793103
0.793103,0.862069
0.827586,0.862069
0.827586,0.827586
0.758621,0.793103
0.758621,0.862069
